title,title_lower,salary,company,company_lower,rating,job_location,job_location_clean
Prin. Software Engineer (IaC),prin. software engineer (iac),NaN,Raytheon Intelligence & Space,raytheon intelligence & space,3.9,"Sterling, VA 20166
+14 locations","Sterling, VA"
Software Engineer,software engineer,NaN,3S Motivs,3s motivs,NaN,Remote,remote
Junior Software Engineer,junior software engineer,Estimated $68.3K - $86.5K a year,FTL Finance,ftl finance,4.7,"Saint Charles, MO 63301","Saint Charles, MO"
Software Engineer,software engineer,NaN,Microsoft,microsoft,4.2,"Redmond, WA 98052 
(Overlake area)
+2 locations","Redmond, WA"
"Senior Angular Developer
new","senior angular developer
new",NaN,Leidos,leidos,3.7,"Sterling, VA 20166
+3 locations","Sterling, VA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,Southwest Airlines,southwest airlines,4.2,"Dallas, TX 75235 
(Northwest Dallas area)","Dallas, TX"
"Staff Robotics Software Engineer
new","staff robotics software engineer
new",Estimated $114K - $144K a year,John Deere & Company,john deere & company,4,"Remote in Urbandale, IA 50322
+1 location",remote
Software Engineer,software engineer,Estimated $104K - $132K a year,Caspex,caspex,NaN,"Fremont, CA 94539 
(East Industrial area)
+1 location","Fremont, CA"
Entry-Level Software Developer,entry-level software developer,NaN,SLAC National Accelerator Laboratory,slac national accelerator laboratory,4.1,"Menlo Park, CA 94025","Menlo Park, CA"
Software Engineer – Back-End,software engineer – back-end,Estimated $86.5K - $110K a year,Delsys Incorporated,delsys incorporated,NaN,"Natick, MA 01760","Natick, MA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Integration Engineer II (Remote Work and weekend off),integration engineer ii (remote work and weekend off),NaN,Frost-Arnett,frost-arnett,3.7,"Remote in Nashville, TN 37210",remote
Software Engineer (Java Developer),software engineer (java developer),NaN,"DocuPhase, LLC","docuphase, llc",NaN,Remote,remote
Sr Engineer - Automation,sr engineer - automation,NaN,Nestlé Health Science,nestl� health science,3.6,"Savannah, GA","Savannah, GA"
Software Developer,software developer,NaN,"ST&P Marketing Communications, Inc.","st&p marketing communications, inc.",NaN,"Remote in Akron, OH 44333",remote
Senior Android Platform Developer,senior android platform developer,Estimated $120K - $153K a year,"CIS Secure Computing, Inc/CIS Mobile","cis secure computing, inc/cis mobile",NaN,"Hybrid remote in Ashburn, VA 20147","Hybrid remote in Ashburn, VA 20147"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Full Stack Engineer
new","full stack engineer
new",NaN,TEKsystems,teksystems,3.8,"Austin, TX 73301 
(St Edwards area)
+5 locations","Austin, TX"
Junior Software Developer,junior software developer,NaN,Maximus,maximus,3.2,Remote,remote
"Manager, Software Development","manager, software development",NaN,Adobe,adobe,4.3,"Lehi, UT 84043","Lehi, UT"
Software Engineer,software engineer,NaN,Baker Hughes,baker hughes,4,"Skaneateles, NY
+2 locations","Skaneateles, NY"
Entry Level Front End Developer - 482012,entry level front end developer - 482012,NaN,I28 Technologies Corporation,i28 technologies corporation,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Trainee - Software Developer,trainee - software developer,Estimated $96.5K - $122K a year,LeewayHertz,leewayhertz,NaN,"San Francisco, CA 94111 
(Financial District area)
+1 location","San Francisco, CA"
Software Engineer,software engineer,NaN,Ultralight,ultralight,NaN,"Remote in New York, NY",remote
"Software Engineer (L5), Node.js Platform","software engineer (l5), node.js platform",Estimated $112K - $142K a year,Netflix,netflix,3.9,"+12 locations
Remote",remote
Software Engineer Apprentice,software engineer apprentice,Estimated $86.3K - $109K a year,AGCO,agco,3.8,"Bloomington, IL
+6 locations","Bloomington, IL"
Software Engineer,software engineer,NaN,Plume Design Inc,plume design inc,NaN,"Palo Alto, CA","Palo Alto, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Java Developer,java developer,NaN,Uline,uline,3.1,"Pleasant Prairie, WI 53158","Pleasant Prairie, WI"
".NET Software Engineer – Atlanta
new",".net software engineer – atlanta
new",NaN,Noir Consulting,noir consulting,NaN,"Atlanta, GA
+33 locations","Atlanta, GA"
"Cloud Engineer & Systems Administrator for LAMP Stack (Sysadmin, pacific)","cloud engineer & systems administrator for lamp stack (sysadmin, pacific)",NaN,HIPAA Vault,hipaa vault,NaN,Remote in Guam,remote
"PowerBI Developer - Remote, Colarado
new","powerbi developer - remote, colarado
new",NaN,MUFG,mufg,3.4,Remote,remote
"Senior Embedded Systems Engineer
new","senior embedded systems engineer
new",NaN,Creative Financial Staffing,creative financial staffing,4,"Madison, WI","Madison, WI"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Development Project Manager - Flow Automotive Companies,software development project manager - flow automotive companies,NaN,FLOW COMPANIES LLC,flow companies llc,3.1,"Winston-Salem, NC 27101 
(Downtown area)","Winston-Salem, NC"
"Jr. Software Developer, Books","jr. software developer, books",NaN,Amazon.com Services LLC,amazon.com services llc,3.5,"Seattle, WA
+2 locations","Seattle, WA"
Software Engineer,software engineer,Estimated $97.1K - $123K a year,MESSI,messi,NaN,"Corona, CA 92879","Corona, CA"
SOFTWARE ENGINEERS I,software engineers i,Estimated $84.5K - $107K a year,Data Experts,data experts,NaN,"Tracy, CA 95376","Tracy, CA"
Entry Level Software Developer,entry level software developer,NaN,Property Matrix,property matrix,4.8,"Culver City, CA","Culver City, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer I,software engineer i,Estimated $65.6K - $83.1K a year,University of Rochester,university of rochester,3.9,"Rochester, NY
+1 location","Rochester, NY"
Junior Software Engineers,junior software engineers,Estimated $71.7K - $90.8K a year,JD Software Inc.,jd software inc.,NaN,"Salem, MA 01970","Salem, MA"
Frontend Software Engineer - React,frontend software engineer - react,NaN,"Search Leaders, LLC","search leaders, llc",NaN,Remote in Minnesota,remote
Simulation Software Engineer I,simulation software engineer i,NaN,Relativity Space,relativity space,4,"Long Beach, CA","Long Beach, CA"
Software Application Engineer - Home,software application engineer - home,NaN,Workday,workday,3.9,"Boulder, CO 80301
+3 locations","Boulder, CO"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer C#,software engineer c#,NaN,x2 solutions LLC,x2 solutions llc,NaN,Remote,remote
Civil Engineering Computer Aided Design and Drafting (CADD) Technician,civil engineering computer aided design and drafting (cadd) technician,NaN,Transformation Network,transformation network,3.4,"Mansfield, OH","Mansfield, OH"
Site Reliability Engineer,site reliability engineer,NaN,Brooksource,brooksource,3.7,"+1 location
Remote",remote
Java Developer,java developer,NaN,"TechGlobal, Inc","techglobal, inc",NaN,"Silver Spring, MD 20910","Silver Spring, MD"
"Staff Engineer – Software, Product MDM","staff engineer – software, product mdm",Estimated $119K - $151K a year,Genuine Parts Company,genuine parts company,3.4,"Atlanta, GA 30339
+1 location","Atlanta, GA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Dot Net Developer,senior dot net developer,NaN,Puyenpa Services LLC,puyenpa services llc,NaN,Remote,remote
End User Support Engineer II,end user support engineer ii,Estimated $58.3K - $73.8K a year,Hibu,hibu,3.2,"Cedar Rapids, IA 52406","Cedar Rapids, IA"
"Back End Software Development Engineer
new","back end software development engineer
new",NaN,CyberCoders,cybercoders,3.8,"Remote in Seattle, WA 98101
+2 locations",remote
Software Developer,software developer,NaN,EAI Technologies,eai technologies,NaN,"Vienna, VA 22182","Vienna, VA"
Jr. Software Engineer,jr. software engineer,NaN,Column Case Management,column case management,NaN,"Hybrid remote in Lombard, IL 60148","Hybrid remote in Lombard, IL 60148"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Jr Software Engineer,jr software engineer,Estimated $90.2K - $114K a year,Convr,convr,NaN,"Remote in Schaumburg, IL",remote
Junior Software Engineer,junior software engineer,NaN,Auto-Chlor System,auto-chlor system,3.2,"Mountain View, CA 94043","Mountain View, CA"
Jr. Software Engineer,jr. software engineer,Estimated $78.6K - $99.6K a year,Michelin,michelin,4,"Greenville, SC","Greenville, SC"
React Developer,react developer,Estimated $98K - $124K a year,Sedin Technologies,sedin technologies,NaN,Remote,remote
Backend Software Engineer,backend software engineer,NaN,Crosswire,crosswire,NaN,"San Francisco, CA","San Francisco, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer,senior software engineer,Estimated $115K - $145K a year,OneGlobe LLC,oneglobe llc,NaN,"Reston, VA 20191 
(Hunter area)
+1 location","Reston, VA"
"Multiple Positions
new","multiple positions
new",NaN,Acetech Group Corporation,acetech group corporation,NaN,"Columbia, MD 21044","Columbia, MD"
Embedded Systems Engineer,embedded systems engineer,Estimated $70.8K - $89.6K a year,Health Talent Pro,health talent pro,NaN,"York, PA","York, PA"
"Lead Software Engineer
new","lead software engineer
new",NaN,3Ci - Doozer,3ci - doozer,NaN,Remote,remote
"Frontend Software Engineering, Applications Engineering (Fall 2023)","frontend software engineering, applications engineering (fall 2023)",Estimated $82.3K - $104K a year,Tesla,tesla,3.4,"Fremont, CA
+20 locations","Fremont, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Full Stack Developer,full stack developer,Estimated $87.8K - $111K a year,"CGI Group, Inc.","cgi group, inc.",3.6,"Pittsburgh, PA 15289
+9 locations","Pittsburgh, PA"
Junior Software Engineer,junior software engineer,NaN,Audigent,audigent,NaN,"Remote in New York, NY",remote
Jr. Software Engineer,jr. software engineer,Estimated $111K - $141K a year,Lewiz communications,lewiz communications,4.5,"San Jose, CA 95157 
(West San Jose area)","San Jose, CA"
Entry-level Software Engineer,entry-level software engineer,NaN,Cognizant,cognizant,3.9,"Dallas, TX 75254 
(Far North area)","Dallas, TX"
Remote Software Engineer,remote software engineer,NaN,Roc Search,roc search,NaN,"+3 locations
Remote",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
SOFTWARE ENGINEER 1,software engineer 1,NaN,University of Washington,university of washington,4.1,"Seattle, WA 98195 
(University District area)
+2 locations","Seattle, WA"
Software Engineer (Space Operations),software engineer (space operations),NaN,SpaceX,spacex,3.6,"Hawthorne, CA 90250 
(North Hawthorne area)
+27 locations","Hawthorne, CA"
Software Engineer 1,software engineer 1,Estimated $93.1K - $118K a year,Oracle,oracle,3.8,"Kansas City, MO
+17 locations","Kansas City, MO"
Software Engineer (Python),software engineer (python),NaN,Fellos,fellos,NaN,Remote,remote
Staff Engineer - C#/.NET (remote),staff engineer - c#/.net (remote),NaN,Kforce,kforce,3.8,"Remote in Allen, TX 75013",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,Hertz,hertz,3.2,"San Francisco, CA
+5 locations","San Francisco, CA"
"Full Stack Engineer
new","full stack engineer
new",Estimated $118K - $149K a year,Fidelity TalentSource,fidelity talentsource,3.7,"Durham, NC 27709
+6 locations","Durham, NC"
Software Engineer (Java - J2EE),software engineer (java - j2ee),NaN,"Ztar Mobile, Inc.","ztar mobile, inc.",NaN,Remote,remote
Customer Deployment Engineer,customer deployment engineer,NaN,Adobe,adobe,4.3,"Lehi, UT 84043","Lehi, UT"
"Mid-Level Embedded Systems Security Signal Processing Engineer
new","mid-level embedded systems security signal processing engineer
new",NaN,"Yoh, A Day & Zimmermann Company","yoh, a day & zimmermann company",3.7,"Dayton, OH","Dayton, OH"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,Microsoft,microsoft,4.2,"Redmond, WA 98052 
(Overlake area)
+2 locations","Redmond, WA"
Junior Software Engineer,junior software engineer,NaN,Brooksource,brooksource,3.7,"Hybrid remote in Columbus, OH 43204
+1 location","Hybrid remote in Columbus, OH 43204
+1 location"
Embedded Software Engineer,embedded software engineer,NaN,iLocatum,ilocatum,5,"Oklahoma City, OK
+2 locations","Oklahoma City, OK"
"Full-Stack Developer
new","full-stack developer
new",NaN,ABBTECH Consulting,abbtech consulting,5,"Fairfax, VA 22030","Fairfax, VA"
Software Development Engineer-Loans -Associate,software development engineer-loans -associate,Estimated $96.2K - $122K a year,Deutsche Bank,deutsche bank,3.8,"Cary, NC 27513","Cary, NC"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer I,software engineer i,NaN,Principal Financial Group,principal financial group,3.9,"Remote in Des Moines, IA 50392
+1 location",remote
Software Engineer,software engineer,Estimated $88.7K - $112K a year,Atronix Engineering,atronix engineering,3.8,"Peachtree Corners, GA 30071","Peachtree Corners, GA"
Arity - Junior Dev Ops / Support,arity - junior dev ops / support,NaN,Allstate,allstate,3.7,"Remote in Chicago, IL",remote
Software Engineer I,software engineer i,Estimated $77.4K - $98K a year,FRESENIUS,fresenius,3.3,"Lawrence, MA 01843","Lawrence, MA"
Software Engineer,software engineer,Estimated $104K - $132K a year,Tecnics,tecnics,NaN,"Houston, TX","Houston, TX"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer,senior software engineer,NaN,the developer link,the developer link,NaN,"Remote in New York, NY",remote
"REMOTE Software Engineer
new","remote software engineer
new",NaN,Insight Global,insight global,NaN,Remote,remote
Software Engineer,software engineer,NaN,Aquent Talent,aquent talent,4.3,"+2 locations
Remote",remote
IBMi Software Engineer,ibmi software engineer,NaN,"Impact Consulting Solutions, Inc.","impact consulting solutions, inc.",4,"+1 location
Remote",remote
"Cloud Engineer
new","cloud engineer
new",Estimated $128K - $162K a year,IntraFi Network,intrafi network,3.8,"Hybrid remote in Arlington, VA 22209","Hybrid remote in Arlington, VA 22209"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Java Software Engineer,java software engineer,Estimated $109K - $137K a year,Honeywell,honeywell,3.7,"Richmond, VA 23233","Richmond, VA"
Jr. Software Engineer,jr. software engineer,Estimated $94.7K - $120K a year,Innovative Defense Technologies (IDT),innovative defense technologies (idt),NaN,"Fall River, MA 02720","Fall River, MA"
Front-End Engineer,front-end engineer,NaN,Roc Search,roc search,NaN,"+7 locations
Remote",remote
DevOps Software Engineer,devops software engineer,Estimated $101K - $128K a year,Ford Motor Company,ford motor company,4.1,"Ann Arbor, MI 48104","Ann Arbor, MI"
Software Engineer (General Interest),software engineer (general interest),Estimated $85.6K - $108K a year,Fox Robotics,fox robotics,NaN,"Austin, TX 78744","Austin, TX"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer, npm","software engineer, npm",NaN,Github,github,4.1,Remote,remote
Junior Front End / Full Stack Software Engineer,junior front end / full stack software engineer,Estimated $75.2K - $95.3K a year,Plectica,plectica,NaN,"Remote in New York, NY
+1 location",remote
Junior Software Developer,junior software developer,NaN,Binary Logic IT LLC,binary logic it llc,NaN,"Dayton, OH 45458","Dayton, OH"
SOFTWARE ENGINEER,software engineer,Estimated $96.8K - $123K a year,EVONA,evona,NaN,"Irvine, CA 92602 
(Lower Peters Canyon area)
+8 locations","Irvine, CA"
Fullstack Software Engineer,fullstack software engineer,NaN,Robert Half,robert half,3.9,"Cambridge, MA 02139 
(Area IV area)
+5 locations","Cambridge, MA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer
new","software engineer
new",NaN,Goodwin Recruiting,goodwin recruiting,4.4,"Hybrid remote in Tucson, AZ","Hybrid remote in Tucson, AZ"
Software Engineer,software engineer,Estimated $82.4K - $104K a year,"Best Lawyers, LLC","best lawyers, llc",4.6,Remote,remote
Software Developer - Entry Level,software developer - entry level,Estimated $56.2K - $71.2K a year,"CGI Group, Inc.","cgi group, inc.",3.6,"Huntsville, AL 35824
+4 locations","Huntsville, AL"
"Sr. Software Engineer - .Net/C#
new","sr. software engineer - .net/c#
new",NaN,Michael Page,michael page,3.7,"Chicago, IL
+31 locations","Chicago, IL"
"Lead Software .Net Engineer
new","lead software .net engineer
new",Estimated $111K - $140K a year,Cognizant Technology Solutions,cognizant technology solutions,3.9,"Mountlake Terrace, WA 98043
+4 locations","Mountlake Terrace, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Sr. Site Reliability Engineer
new","sr. site reliability engineer
new",NaN,Supernal,supernal,NaN,"Fremont, CA 94537
+2 locations","Fremont, CA"
Application Integration Engineer,application integration engineer,NaN,"Computer Enterprises, Inc. (CEI)","computer enterprises, inc. (cei)",3.3,"Cayce, SC
+1 location","Cayce, SC"
Application Developer (Entry-Level),application developer (entry-level),Estimated $69.1K - $87.5K a year,Liventus,liventus,4.2,"+1 location
Remote",remote
Software Engineer,software engineer,NaN,"Big Fish Games, Inc.","big fish games, inc.",3.5,"Hybrid remote in Austin, TX 78757
+2 locations","Hybrid remote in Austin, TX 78757
+2 locations"
Associate Software Engineer - May 2023 Grad,associate software engineer - may 2023 grad,NaN,CVS Health,cvs health,3.2,"New York, NY
+10 locations","New York, NY"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Backend Engineer, AdTech","backend engineer, adtech",Estimated $124K - $157K a year,Spotify,spotify,4.3,"Remote in New York, NY
+1 location",remote
